review_text,sentiment
This Airpod Case Cover - 2 pack was worth every penny! Glad I stumbled across them! Did not disappoint! Highly recommended!,positive
just what I expected,neutral
Handle arrived loose and missing top rivet and company would not replace,negative
Looks fake and won't style. Everyone that seen me wear it didn't like it.,negative
"These lids require adjusting to make them fit. And even after I finally get them onto my various to go cups, the lid slips off easily.",neutral
"They sent the wrong item. Their excuse was they were out of the one I ordered, so rather than wait they sent whatever they wanted and they have been told this and no one wants to correct the issue.",negative
"The package arrived when expected, the density is perfect for the project I am working on. As for rating the durability, it is too soon to rate, considering it is new and has not been used. All in all, I am satisfied with my purchase.",positive
"Just got this yesterday. While I'm sure it will be a welcome addition to the home gym, it did not arrive with a carrying strap as advertised. Fair warning. It is long, and nice and thick, but does have a strange smell upon arrival.",neutral
"I searched for this book by using the ISBN to make sure it was the book I needed form music class and because my professor said that the book should come with cds. I saw that a couple of books' descriptions said that the cds were missing, so I assumed that the books came with cds and chose one that did not say anything about missing cds. However, the book arrived without cds. I am very disappointed and mad because the cds are very essential to pass the course. In addition, it took two weeks to arrive.",negative
"For what u pay, u would think u would get more! But it does a great job, like it!",positive
"As a lay reader of the subject matter, this one had plenty of interesting insight but bogged down in spots (I thought) and was missing that special ""something"" I cannot quite identify. It may have been the writing style.",neutral
"what can i say, I got what I paid for. price was cheap, so is the rack. It will work for the time being.",neutral
CRAP!!! Thought it would be like crunchy roll. Deleted already!!!,negative
These screen protectors wouldn't stay on my Galaxy Note 8. I tried both my phone and my wife's phone. I'll be looking for a new screen protector that fits my phone case.,negative
Never received product,negative
I ordered the marble espresso beans because I like them the best they sent me the mixed bag where it has dark chocolate and white chocolate that was crap when I order the marble I want the marble but Amazon did take care of it right away which was fantastic thank you Amazon,negative
